amc,year,soy_prod,total_prod,other_agro
130040,1990,0,59,59
130040,1991,0,55,55
130040,1992,0,47,47
130040,1993,0,67,67
130040,1994,0,64,64
130040,1995,0,81,81
130040,1996,0,1131,1131
130040,1997,0,1131,1131
130040,1998,0,1136,1136
130040,1999,0,1136,1136
130040,2000,0,1136,1136
130040,2001,0,1138,1138
130040,2002,0,1144,1144
130040,2003,0,1136,1136
130040,2004,0,1144,1144
130040,2005,0,101,101
130040,2006,0,101,101
130040,2007,0,102,102
130040,2008,0,428,428
130040,2009,0,438,438
130040,2010,0,246,246
130040,2011,0,434,434
130040,2012,0,375,375
130040,2013,0,377,377
130040,2014,0,191,191
130040,2015,0,482,482
130040,2016,0,576,576
130040,2017,0,282,282
130040,2018,0,105,105
130040,2019,0,101,101
130040,2020,0,85,85
130040,2021,0,85,85
130050,1988,0,1301,1301
130050,1989,0,1970,1970
130050,1990,0,705,705
130050,1991,0,1094,1094
130050,1992,0,972,972
130050,1993,0,1297,1297
130050,1994,0,1297,1297
130050,1995,0,1139,1139
130050,1996,0,2001,2001
130050,1997,0,2001,2001
130050,1998,0,2011,2011
130050,1999,0,2073,2073
130050,2000,0,2073,2073
130050,2001,0,2064,2064
130050,2002,0,2158,2158
130050,2003,0,2148,2148
130050,2004,0,2121,2121
130050,2005,0,2545,2545
130050,2006,0,2551,2551
130050,2007,0,2750,2750
130050,2008,0,1480,1480
130050,2009,0,1510,1510
130050,2010,0,944,944
130050,2011,0,778,778
130050,2012,0,650,650
130050,2013,0,679,679
130050,2014,0,639,639
130050,2015,0,396,396
130050,2016,0,352,352
130050,2017,0,317,317
130050,2018,0,119,119
130050,2019,0,115,115
130050,2020,0,311,311
130050,2021,0,252,252
130060,1988,0,1303,1303
130060,1989,0,1976,1976
130060,1990,0,2615,2615
130060,1991,0,3290,3290
130060,1992,0,180,180
130060,1993,0,514,514
130060,1994,0,644,644
130060,1995,0,833,833
130060,1996,0,4045,4045
130060,1997,0,4045,4045
130060,1998,0,4052,4052
130060,1999,0,4635,4635
130060,2000,0,4635,4635
130060,2001,0,4635,4635
130060,2002,0,4635,4635
130060,2003,0,4614,4614
130060,2004,0,4559,4559
130060,2005,0,4170,4170
130060,2006,0,4172,4172
130060,2007,0,4192,4192
130060,2008,0,2005,2005
130060,2009,0,2037,2037
130060,2010,0,1458,1458
130060,2011,0,1600,1600
130060,2012,0,1302,1302
130060,2013,0,2019,2019
130060,2014,0,1125,1125
130060,2015,0,717,717
130060,2016,0,1205,1205
130060,2017,0,592,592
130060,2018,0,792,792
130060,2019,0,750,750
130060,2020,0,637,637
130060,2021,0,675,675
130063,1988,0,2080,2080
130063,1989,0,2097,2097
130063,1990,0,1410,1410
130063,1991,0,1855,1855
130063,1992,0,1946,1946
130063,1993,0,2004,2004
130063,1994,0,1999,1999
130063,1995,0,1454,1454
130063,1996,2,1773,1771
130063,1997,2,1773,1771
130063,1998,0,1982,1982
130063,1999,0,2016,2016
130063,2000,0,2016,2016
130063,2001,0,2016,2016
130063,2002,0,2033,2033
130063,2003,0,2024,2024
130063,2004,0,2020,2020
130063,2005,0,1578,1578
130063,2006,0,1752,1752
130063,2007,0,1884,1884
130063,2008,0,955,955
130063,2009,0,972,972
130063,2010,0,1420,1420
130063,2011,0,1742,1742
130063,2012,0,1167,1167
130063,2013,0,1052,1052
130063,2014,0,940,940
130063,2015,0,683,683
130063,2016,0,702,702
130063,2017,0,640,640
130063,2018,0,107,107
130063,2019,0,138,138
130063,2020,0,104,104
130063,2021,0,346,346
130068,1988,0,1700,1700
130068,1989,0,2008,2008
130068,1990,0,612,612
130068,1991,0,1034,1034
130068,1992,0,2152,2152
130068,1993,0,3798,3798
130068,1994,0,4278,4278
130068,1995,0,581,581
130068,1996,0,1009,1009
130068,1997,0,1009,1009
130068,1998,0,1009,1009
130068,1999,0,1015,1015
130068,2000,0,1015,1015
130068,2001,0,850,850
130068,2002,0,850,850
130068,2003,0,841,841
130068,2004,0,851,851
130068,2005,0,1685,1685
130068,2006,0,1743,1743
130068,2007,0,1919,1919
130068,2008,0,1383,1383
130068,2009,0,1398,1398
130068,2010,0,917,917
130068,2011,0,1003,1003
130068,2012,0,865,865
130068,2013,0,804,804
130068,2014,0,646,646
130068,2015,0,552,552
130068,2016,0,445,445
130068,2017,0,647,647
130068,2018,0,106,106
130068,2019,0,141,141
130068,2020,0,614,614
130068,2021,0,591,591
130070,1988,0,257,257
130070,1989,0,2688,2688
130070,1990,0,496,496
130070,1991,0,450,450
130070,1992,0,809,809
130070,1993,0,0,0
130070,1994,0,163,163
130070,1995,0,4339,4339
130070,1996,0,6887,6887
130070,1997,0,6887,6887
130070,1998,0,6890,6890
130070,1999,0,6893,6893
130070,2000,0,6893,6893
130070,2001,0,6893,6893
130070,2002,0,6893,6893
130070,2003,0,6878,6878
130070,2004,0,2817,2817
130070,2005,0,5535,5535
130070,2006,0,5534,5534
130070,2007,0,5541,5541
130070,2008,0,3109,3109
130070,2009,0,3139,3139
130070,2010,0,3230,3230
130070,2011,0,4215,4215
130070,2012,0,4198,4198
130070,2013,0,1775,1775
130070,2014,0,1842,1842
130070,2015,0,1561,1561
130070,2016,0,1253,1253
130070,2017,0,1293,1293
130070,2018,0,1354,1354
130070,2019,0,1418,1418
130070,2020,0,1465,1465
130070,2021,0,1471,1471
130080,1988,0,2737,2737
130080,1989,0,924,924
130080,1990,0,722,722
130080,1991,0,841,841
130080,1992,0,1692,1692
130080,1993,0,2064,2064
130080,1994,0,2064,2064
130080,1995,0,1787,1787
130080,1996,0,2970,2970
130080,1997,0,2970,2970
130080,1998,0,3000,3000
130080,1999,0,3002,3002
130080,2000,0,3006,3006
130080,2001,0,2796,2796
130080,2002,0,2814,2814
130080,2003,0,2796,2796
130080,2004,0,2716,2716
130080,2005,0,2696,2696
130080,2006,0,2696,2696
130080,2007,0,2701,2701
130080,2008,0,1779,1779
130080,2009,0,1811,1811
130080,2010,0,4516,4516
130080,2011,0,4924,4924
130080,2012,0,5042,5042
130080,2013,0,4537,4537
130080,2014,0,1970,1970
130080,2015,0,1484,1484
130080,2016,0,1576,1576
130080,2017,0,1301,1301
130080,2018,0,1097,1097
130080,2019,0,1600,1600
130080,2020,0,1618,1618
130080,2021,0,1599,1599
130083,1988,0,1998,1998
130083,1989,0,1447,1447
130083,1990,0,1237,1237
130083,1991,0,1334,1334
130083,1992,0,1301,1301
130083,1993,0,1353,1353
130083,1994,0,1621,1621
130083,1995,0,1742,1742
130083,1996,0,1021,1021
130083,1997,0,1021,1021
130083,1998,0,1426,1426
130083,1999,0,1240,1240
130083,2000,0,1240,1240
130083,2001,0,1242,1242
130083,2002,0,1247,1247
130083,2003,0,1243,1243
130083,2004,0,1248,1248
130083,2005,0,4453,4453
130083,2006,0,4453,4453
130083,2007,0,4469,4469
130083,2008,0,1869,1869
130083,2009,0,1897,1897
130083,2010,0,1068,1068
130083,2011,0,731,731
130083,2012,0,683,683
130083,2013,0,641,641
130083,2014,0,494,494
130083,2015,0,418,418
130083,2016,0,390,390
130083,2017,0,154,154
130083,2018,0,541,541
130083,2019,0,642,642
130083,2020,0,232,232
130083,2021,0,240,240
130090,1988,0,668,668
130090,1989,0,457,457
130090,1990,0,129,129
130090,1991,0,0,0
130090,1992,0,98,98
130090,1993,0,98,98
130090,1994,0,110,110
130090,1995,0,191,191
130090,1996,0,1357,1357
130090,1997,0,1357,1357
130090,1998,0,1357,1357
130090,1999,0,1357,1357
130090,2000,0,1357,1357
130090,2001,0,1357,1357
130090,2002,0,2266,2266
130090,2003,0,1435,1435
130090,2004,0,1460,1460
130090,2005,0,506,506
130090,2006,0,764,764
130090,2007,0,1125,1125
130090,2008,0,552,552
130090,2009,0,559,559
130090,2010,0,602,602
130090,2011,0,338,338
130090,2012,20,509,489
130090,2013,20,673,653
130090,2014,0,60,60
130090,2015,0,49,49
130090,2016,0,177,177
130090,2017,0,177,177
130090,2018,0,184,184
130090,2019,0,170,170
130090,2020,0,346,346
130090,2021,0,354,354
130100,1988,0,798,798
130100,1989,0,522,522
130100,1990,0,526,526
130100,1991,0,276,276
130100,1992,0,389,389
130100,1993,0,589,589
130100,1994,0,594,594
130100,1995,0,640,640
130100,1996,0,2268,2268
130100,1997,0,2268,2268
130100,1998,0,2293,2293
130100,1999,0,2352,2352
130100,2000,0,2354,2354
130100,2001,0,2149,2149
130100,2002,0,2184,2184
130100,2003,0,1371,1371
130100,2004,0,1365,1365
130100,2005,0,1445,1445
130100,2006,0,1454,1454
130100,2007,0,1357,1357
130100,2008,0,1282,1282
130100,2009,0,1304,1304
130100,2010,0,1518,1518
130100,2011,0,1797,1797
130100,2012,0,1823,1823
130100,2013,0,1852,1852
130100,2014,0,916,916
130100,2015,0,783,783
130100,2016,0,825,825
130100,2017,0,1221,1221
130100,2018,0,1020,1020
130100,2019,0,1053,1053
130100,2020,0,1395,1395
130100,2021,0,1027,1027
130110,1988,0,2862,2862
130110,1989,0,808,808
130110,1990,0,385,385
130110,1991,0,274,274
130110,1992,0,929,929
130110,1993,0,970,970
130110,1994,0,962,962
130110,1995,0,1406,1406
130110,1996,0,4107,4107
130110,1997,0,4107,4107
130110,1998,0,4117,4117
130110,1999,0,4117,4117
130110,2000,0,4117,4117
130110,2001,0,4066,4066
130110,2002,0,4074,4074
130110,2003,0,4058,4058
130110,2004,0,4066,4066
130110,2005,0,3019,3019
130110,2006,0,3019,3019
130110,2007,0,3059,3059
130110,2008,0,2470,2470
130110,2009,0,2505,2505
130110,2010,0,1739,1739
130110,2011,0,1662,1662
130110,2012,0,1640,1640
130110,2013,0,1633,1633
130110,2014,0,1493,1493
130110,2015,0,1914,1914
130110,2016,0,1127,1127
130110,2017,0,1078,1078
130110,2018,0,1183,1183
130110,2019,0,1175,1175
130110,2020,0,1188,1188
130110,2021,0,1200,1200
130115,1988,0,0,0
130115,1989,0,274,274
130115,1990,0,283,283
130115,1991,0,55,55
130115,1992,0,273,273
130115,1993,0,248,248
130115,1994,0,248,248
130115,1995,0,128,128
130115,1996,0,1735,1735
130115,1997,0,1735,1735
130115,1998,0,1735,1735
130115,1999,0,1734,1734
130115,2000,0,1734,1734
130115,2001,0,1731,1731
130115,2002,0,1740,1740
130115,2003,0,1719,1719
130115,2004,0,2185,2185
130115,2005,0,2767,2767
130115,2006,0,2767,2767
130115,2007,0,2811,2811
130115,2008,0,1399,1399
130115,2009,0,1425,1425
130115,2010,0,1501,1501
130115,2011,0,1526,1526
130115,2012,0,1318,1318
130115,2013,0,1015,1015
130115,2014,0,554,554
130115,2015,0,443,443
130115,2016,0,368,368
130115,2017,0,643,643
130115,2018,0,731,731
130115,2019,0,999,999
130115,2020,0,999,999
130115,2021,0,753,753
130120,1988,0,5155,5155
130120,1989,0,3747,3747
130120,1990,0,2230,2230
130120,1991,0,2033,2033
130120,1992,0,2259,2259
130120,1993,0,2131,2131
130120,1994,0,2377,2377
130120,1995,0,1530,1530
130120,1996,0,13297,13297
130120,1997,0,13297,13297
130120,1998,0,13345,13345
130120,1999,0,13517,13517
130120,2000,0,13644,13644
130120,2001,0,8200,8200
130120,2002,0,8572,8572
130120,2003,0,8474,8474
130120,2004,0,8285,8285
130120,2005,0,2925,2925
130120,2006,0,3642,3642
130120,2007,0,2441,2441
130120,2008,0,3502,3502
130120,2009,0,3855,3855
130120,2010,0,4142,4142
130120,2011,0,4073,4073
130120,2012,0,3874,3874
130120,2013,0,4444,4444
130120,2014,0,1212,1212
130120,2015,0,2266,2266
130120,2016,0,1775,1775
130120,2017,0,1467,1467
130120,2018,0,1590,1590
130120,2019,0,1613,1613
130120,2020,0,1628,1628
130120,2021,0,1717,1717
130130,1988,0,1037,1037
130130,1989,0,916,916
130130,1990,0,310,310
130130,1991,0,171,171
130130,1992,0,202,202
130130,1993,0,1220,1220
130130,1994,0,1227,1227
130130,1995,0,1473,1473
130130,1996,0,1876,1876
130130,1997,0,1876,1876
130130,1998,0,1876,1876
130130,1999,0,1962,1962
130130,2000,0,1962,1962
130130,2001,0,1965,1965
130130,2002,0,1965,1965
130130,2003,0,1963,1963
130130,2004,0,1965,1965
130130,2005,0,2373,2373
130130,2006,0,2463,2463
130130,2007,0,2461,2461
130130,2008,0,1980,1980
130130,2009,0,2025,2025
130130,2010,0,3153,3153
130130,2011,0,3294,3294
130130,2012,0,3033,3033
130130,2013,0,1072,1072
130130,2014,0,2100,2100
130130,2015,0,513,513
130130,2016,0,429,429
130130,2017,0,5465,5465
130130,2018,0,5090,5090
130130,2019,0,5170,5170
130130,2020,0,5185,5185
130130,2021,0,5182,5182
130140,1988,0,1256,1256
130140,1989,0,1144,1144
130140,1990,0,1195,1195
130140,1991,0,1299,1299
130140,1992,0,1457,1457
130140,1993,0,1308,1308
130140,1994,0,1293,1293
130140,1995,0,2527,2527
130140,1996,0,2128,2128
130140,1997,0,2128,2128
130140,1998,0,2258,2258
130140,1999,0,7296,7296
130140,2000,0,7293,7293
130140,2001,0,5869,5869
130140,2002,0,5869,5869
130140,2003,0,1131,1131
130140,2004,0,924,924
130140,2005,0,935,935
130140,2006,0,1784,1784
130140,2007,0,1695,1695
130140,2008,0,2512,2512
130140,2009,0,2546,2546
130140,2010,0,1892,1892
130140,2011,0,1955,1955
130140,2012,0,2228,2228
130140,2013,0,2081,2081
130140,2014,0,1204,1204
130140,2015,0,1216,1216
130140,2016,0,1329,1329
130140,2017,0,1906,1906
130140,2018,0,3717,3717
130140,2019,0,2114,2114
130140,2020,0,2894,2894
130140,2021,0,1477,1477
130150,1988,0,1218,1218
130150,1989,0,1221,1221
130150,1990,0,1300,1300
130150,1991,0,680,680
130150,1992,0,1569,1569
130150,1993,0,1368,1368
130150,1994,0,1288,1288
130150,1995,0,2178,2178
130150,1996,0,2292,2292
130150,1997,0,2292,2292
130150,1998,0,2292,2292
130150,1999,0,2292,2292
130150,2000,0,2292,2292
130150,2001,0,2290,2290
130150,2002,0,2290,2290
130150,2003,0,2281,2281
130150,2004,0,2138,2138
130150,2005,0,3234,3234
130150,2006,0,3534,3534
130150,2007,0,2346,2346
130150,2008,0,2356,2356
130150,2009,0,2372,2372
130150,2010,0,2946,2946
130150,2011,0,3148,3148
130150,2012,0,6165,6165
130150,2013,0,2803,2803
130150,2014,0,2107,2107
130150,2015,0,1812,1812
130150,2016,0,2261,2261
130150,2017,0,2036,2036
130150,2018,0,1830,1830
130150,2019,0,2329,2329
130150,2020,0,1173,1173
130150,2021,0,1246,1246
130160,1988,0,450,450
130160,1989,0,436,436
130160,1990,0,470,470
130160,1991,0,418,418
130160,1992,0,720,720
130160,1993,0,720,720
130160,1994,0,801,801
130160,1995,0,940,940
130160,1996,2,7553,7551
130160,1997,2,7553,7551
130160,1998,2,7595,7593
130160,1999,2,7569,7567
130160,2000,2,7569,7567
130160,2001,2,7569,7567
130160,2002,2,7571,7569
130160,2003,0,7546,7546
130160,2004,0,7366,7366
130160,2005,0,7461,7461
130160,2006,0,7461,7461
130160,2007,0,7314,7314
130160,2008,0,4449,4449
130160,2009,0,3842,3842
130160,2010,0,1107,1107
130160,2011,0,1114,1114
130160,2012,0,1263,1263
130160,2013,0,844,844
130160,2014,0,789,789
130160,2015,0,748,748
130160,2016,0,380,380
130160,2017,0,318,318
130160,2018,0,311,311
130160,2019,0,302,302
130160,2020,0,296,296
130160,2021,0,346,346
130165,1988,0,0,0
130165,1989,0,33,33
130165,1990,0,648,648
130165,1991,0,642,642
130165,1992,0,87,87
130165,1993,0,584,584
130165,1994,0,606,606
130165,1995,0,853,853
130165,1996,0,2542,2542
130165,1997,0,2542,2542
130165,1998,0,2561,2561
130165,1999,0,2561,2561
130165,2000,0,2561,2561
130165,2001,0,2558,2558
130165,2002,0,2561,2561
130165,2003,0,2549,2549
130165,2004,0,2537,2537
130165,2005,0,3097,3097
130165,2006,0,3100,3100
130165,2007,0,2153,2153
130165,2008,0,1706,1706
130165,2009,0,1730,1730
130165,2010,0,678,678
130165,2011,0,1127,1127
130165,2012,0,2158,2158
130165,2013,0,2337,2337
130165,2014,0,1668,1668
130165,2015,0,2201,2201
130165,2016,0,987,987
130165,2017,0,589,589
130165,2018,0,564,564
130165,2019,0,665,665
130165,2020,0,976,976
130165,2021,0,1312,1312
130170,1988,0,1602,1602
130170,1989,0,1801,1801
130170,1990,0,1404,1404
130170,1991,0,920,920
130170,1992,0,1253,1253
130170,1993,0,565,565
130170,1994,0,527,527
130170,1995,0,2492,2492
130170,1996,0,830,830
130170,1997,0,1900,1900
130170,1998,1000,13045,12045
130170,1999,1000,13045,12045
130170,2000,1000,13045,12045
130170,2001,1000,13045,12045
130170,2002,1400,13494,12094
130170,2003,2000,10076,8076
130170,2004,2000,5629,3629
130170,2005,2000,7288,5288
130170,2006,2000,7296,5296
130170,2007,800,3703,2903
130170,2008,200,3917,3717
130170,2009,204,4604,4400
130170,2010,180,3209,3029
130170,2011,180,3340,3160
130170,2012,200,3646,3446
130170,2013,0,3295,3295
130170,2014,0,2356,2356
130170,2015,0,2151,2151
130170,2016,0,3191,3191
130170,2017,0,3753,3753
130170,2018,0,4131,4131
130170,2019,2500,6983,4483
130170,2020,2700,7490,4790
130170,2021,3000,7919,4919
130180,1988,0,1241,1241
130180,1989,0,1225,1225
130180,1990,0,578,578
130180,1991,0,657,657
130180,1992,0,204,204
130180,1993,0,679,679
130180,1994,0,688,688
130180,1995,0,913,913
130180,1996,0,2090,2090
130180,1997,0,2090,2090
130180,1998,0,2090,2090
130180,1999,0,2090,2090
130180,2000,0,2090,2090
130180,2001,0,2090,2090
130180,2002,0,2090,2090
130180,2003,0,2081,2081
130180,2004,0,2016,2016
130180,2005,0,1859,1859
130180,2006,0,1866,1866
130180,2007,0,1916,1916
130180,2008,0,1553,1553
130180,2009,0,1574,1574
130180,2010,0,1578,1578
130180,2011,0,351,351
130180,2012,0,366,366
130180,2013,0,560,560
130180,2014,0,424,424
130180,2015,0,309,309
130180,2016,0,224,224
130180,2017,0,268,268
130180,2018,0,204,204
130180,2019,0,422,422
130180,2020,0,487,487
130180,2021,0,312,312
130185,1988,0,1450,1450
130185,1989,0,2391,2391
130185,1990,0,1339,1339
130185,1991,0,268,268
130185,1992,0,519,519
130185,1993,0,394,394
130185,1994,0,453,453
130185,1995,0,375,375
130185,1996,6,3354,3348
130185,1997,6,3354,3348
130185,1998,6,3354,3348
130185,1999,6,3353,3347
130185,2000,6,3353,3347
130185,2001,6,3222,3216
130185,2002,6,3363,3357
130185,2003,6,3348,3342
130185,2004,6,2334,2328
130185,2005,6,2723,2717
130185,2006,6,2723,2717
130185,2007,6,2792,2786
130185,2008,0,2104,2104
130185,2009,0,2136,2136
130185,2010,0,2227,2227
130185,2011,0,2366,2366
130185,2012,0,1670,1670
130185,2013,0,1695,1695
130185,2014,0,1438,1438
130185,2015,0,1340,1340
130185,2016,0,1311,1311
130185,2017,0,1764,1764
130185,2018,0,2810,2810
130185,2019,0,664,664
130185,2020,0,555,555
130185,2021,0,566,566
130190,1988,0,4829,4829
130190,1989,0,9295,9295
130190,1990,0,3093,3093
130190,1991,0,4472,4472
130190,1992,0,4449,4449
130190,1993,0,4625,4625
130190,1994,0,5376,5376
130190,1995,0,5053,5053
130190,1996,29,8753,8724
130190,1997,29,8753,8724
130190,1998,45,9424,9379
130190,1999,45,9893,9848
130190,2000,45,7258,7213
130190,2001,145,6790,6645
130190,2002,300,8075,7775
130190,2003,300,7301,7001
130190,2004,300,7463,7163
130190,2005,250,10608,10358
130190,2006,250,8352,8102
130190,2007,0,11058,11058
130190,2008,0,8940,8940
130190,2009,0,8998,8998
130190,2010,0,11246,11246
130190,2011,0,13171,13171
130190,2012,0,13709,13709
130190,2013,0,12469,12469
130190,2014,0,2870,2870
130190,2015,0,5730,5730
130190,2016,0,7044,7044
130190,2017,0,3587,3587
130190,2018,0,4634,4634
130190,2019,0,4316,4316
130190,2020,0,3988,3988
130190,2021,0,3812,3812
130195,1988,0,450,450
130195,1989,0,424,424
130195,1990,0,155,155
130195,1991,0,78,78
130195,1992,0,120,120
130195,1993,0,415,415
130195,1994,0,427,427
130195,1995,0,512,512
130195,1996,0,1898,1898
130195,1997,0,1898,1898
130195,1998,0,1912,1912
130195,1999,0,1857,1857
130195,2000,0,1857,1857
130195,2001,0,1854,1854
130195,2002,0,1854,1854
130195,2003,0,1845,1845
130195,2004,0,1807,1807
130195,2005,0,1311,1311
130195,2006,0,1331,1331
130195,2007,0,1896,1896
130195,2008,0,782,782
130195,2009,0,791,791
130195,2010,0,650,650
130195,2011,0,611,611
130195,2012,0,552,552
130195,2013,0,602,602
130195,2014,0,295,295
130195,2015,0,415,415
130195,2016,0,69,69
130195,2017,0,61,61
130195,2018,0,61,61
130195,2019,0,260,260
130195,2020,0,303,303
130195,2021,0,297,297
130200,1988,0,355,355
130200,1989,0,503,503
130200,1990,0,391,391
130200,1991,0,323,323
130200,1992,0,480,480
130200,1993,0,471,471
130200,1994,0,582,582
130200,1995,0,740,740
130200,1996,0,224,224
130200,1997,0,224,224
130200,1998,0,277,277
130200,1999,0,276,276
130200,2000,0,276,276
130200,2001,0,274,274
130200,2002,0,285,285
130200,2003,0,280,280
130200,2004,0,285,285
130200,2005,0,428,428
130200,2006,0,434,434
130200,2007,0,439,439
130200,2008,0,535,535
130200,2009,0,547,547
130200,2010,0,595,595
130200,2011,0,624,624
130200,2012,0,666,666
130200,2013,0,487,487
130200,2014,0,551,551
130200,2015,0,518,518
130200,2016,0,592,592
130200,2017,0,788,788
130200,2018,0,662,662
130200,2019,0,760,760
130200,2020,0,748,748
130200,2021,0,623,623
130210,1988,0,99,99
130210,1989,0,80,80
130210,1990,0,67,67
130210,1991,0,90,90
130210,1992,0,64,64
130210,1993,0,108,108
130210,1994,0,83,83
130210,1995,0,96,96
130210,1996,0,87,87
130210,1997,0,87,87
